flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km
633 JURONG WEST ST 65,Jurong Central Park,1.11,1,Pioneer Mall,0.29,4,Westwood Primary School,0.45,2,Jurong West Hawker Centre,0.31,2
474 JURONG WEST ST 41,Japanese Garden,1.15,2,Boon Lay Shopping Centre,1.32,2,Rulang Primary School,0.65,2,Jurong West Street 52 Blk 505,0.66,5
633 WOODLANDS RING RD,Admiralty Park,2.16,0,Admiralty Place,0.48,6,Admiralty Primary School,0.82,2,Kampung Admiralty Hawker Centre,0.52,1
667C JURONG WEST ST 65,Jurong Central Park,0.71,1,Jurong Point,0.49,4,Frontier Primary School,0.58,3,Jurong West Hawker Centre,0.54,2
111B DEPOT RD,Telok Blangah Hill Park,0.35,6,Alexandra Central,0.76,4,Radin Mas Primary School,1.88,1,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),0.64,15
19 BALAM RD,Kallang Riverside Park,3.42,0,Paya Lebar Square,1.51,2,Maha Bodhi School,1.58,1,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),0.4,6
146 BT BATOK WEST AVE 6,Chinese Garden,1.5,2,West Mall,0.57,4,Princess Elizabeth Primary School,0.38,3,Bukit Batok West Hawker Centre,0.66,3
620 HOUGANG AVE 8,Japanese Cemetery Park,0.94,2,Hougang Green Shopping Mall,1.1,7,Xinmin Primary School,0.17,2,Ci Yuan Hawker Centre,0.59,4
108 ALJUNIED CRES,Kallang Riverside Park,2.28,0,Paya Lebar Square,0.83,2,Kong Hwa School,0.95,1,Aljunied Ave 2 Blk 117 (Blk 117 Aljunied Market and Food Centre),0.27,12
232 JURONG EAST ST 21,Chinese Garden,0.94,2,Westgate,0.66,4,Princess Elizabeth Primary School,1.04,2,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.52,3
497G TAMPINES ST 45,Tampines Eco Green,1.34,3,Tampines 1,1.73,5,Gongshang Primary School,1.23,3,Pasir Ris Central Hawker Centre,1.71,1
9 TOH YI DR,Hindhede Nature Park,1.34,3,Beauty World Plaza,0.49,3,Pei Hwa Presbyterian Primary School,0.29,1,Bukit Timah Market,0.3,1
227D COMPASSVALE DR,Sengkang Sculpture Park,1.02,2,Rivervale Plaza,0.17,7,Springdale Primary School,1.54,3,Buangkok Hawker Centre,1.12,2
98 BEDOK NTH AVE 4,Bedok Town Park,1.95,1,Bedok Mall,1.45,3,Red Swastika School,0.62,4,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.28,8
274 CHOA CHU KANG AVE 2,Choa Chu Kang Park,1.57,1,Keat Hong Shopping Centre,0.28,6,South View Primary School,0.46,1,Senja Hawker Centre,2.19,0
115 PENDING RD,Zhenghua Park,1.5,2,Bukit Panjang Plaza,0.58,7,Zhenghua Primary School,0.17,3,Bukit Panjang Hawker Centre,0.37,2
454 JURONG WEST ST 42,Jurong Central Park,1.78,3,Boon Lay Shopping Centre,0.77,3,Rulang Primary School,0.47,2,Jurong West Street 52 Blk 505,0.17,4
699A HOUGANG ST 52,Punggol Park,0.83,2,Hougang Green Shopping Mall,0.28,7,Xinmin Primary School,0.89,3,Ci Yuan Hawker Centre,0.68,2
242 JURONG EAST ST 24,Chinese Garden,1.12,2,Westgate,0.86,4,Princess Elizabeth Primary School,0.84,2,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.58,3
700C ANG MO KIO AVE 6,Ang Mo Kio Town Garden East,0.46,3,AMK Hub,0.22,3,Ai Tong School,1.79,1,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),0.3,10
854 TAMPINES ST 82,Sun Plaza Park,1.02,2,Our Tampines Hub,0.4,5,Tampines Primary School,0.9,3,Hawker Centre @ Our Tampines Hub,0.36,2
856 JURONG WEST ST 81,Jurong Central Park,1.6,1,Gek Poh Shopping Centre,0.21,4,Westwood Primary School,0.43,2,Jurong West Hawker Centre,0.66,2
124 PENDING RD,Zhenghua Park,1.26,2,Fajar Shopping Centre,0.75,6,Zhenghua Primary School,0.36,3,Bukit Panjang Hawker Centre,0.18,2
830A JURONG WEST ST 81,Jurong Central Park,1.72,1,Pioneer Mall,0.52,3,Westwood Primary School,0.73,2,Jurong West Hawker Centre,0.57,1
417 HOUGANG AVE 8,Punggol Park,0.21,1,Hougang Mall,0.45,6,Holy Innocents’ Primary School,1.06,2,Buangkok Hawker Centre,0.71,2
305D ANCHORVALE LINK,Sengkang Riverside Park,1.03,3,Buangkok Square,0.82,8,Springdale Primary School,0.69,4,Anchorvale Village Hawker Centre,0.88,4
579 PASIR RIS ST 53,Pasir Ris Town Park,0.65,3,White Sands,0.34,3,Pasir Ris Primary School,1.73,2,Pasir Ris Central Hawker Centre,0.48,1
578 HOUGANG AVE 4,Punggol Park,1.23,2,Hougang Green Shopping Mall,0.29,7,Xinmin Primary School,0.87,4,Ci Yuan Hawker Centre,0.47,3
986B JURONG WEST ST 93,Jurong Central Park,1.38,1,Pioneer Mall,0.53,3,Frontier Primary School,0.47,2,Jurong West Hawker Centre,0.5,1
639 HOUGANG AVE 8,Japanese Cemetery Park,0.65,2,Hougang Green Shopping Mall,1.32,8,Xinmin Primary School,0.38,2,Ci Yuan Hawker Centre,0.65,5
254 PASIR RIS ST 21,Pasir Ris Town Park,1.32,2,Downtown East,1.26,2,Pasir Ris Primary School,0.49,1,Pasir Ris Central Hawker Centre,1.49,1
416 JURONG WEST ST 42,Chinese Garden,1.36,2,Boon Lay Shopping Centre,1.65,1,Rulang Primary School,1.04,2,Jurong West Street 52 Blk 505,0.89,5
663C PUNGGOL DR,Coney Island Park,1.09,3,Oasis Terraces,0.56,4,Waterway Primary School,0.2,4,One Punggol Hawker Centre,1.67,2
224 TAMPINES ST 23,Tampines Eco Green,1.1,3,Tampines 1,0.92,7,Gongshang Primary School,0.53,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.46,2
522B TAMPINES CTRL 7,Sun Plaza Park,0.53,2,Our Tampines Hub,0.49,5,Tampines Primary School,1.04,3,Hawker Centre @ Our Tampines Hub,0.44,2
297B CHOA CHU KANG AVE 2,Choa Chu Kang Park,1.76,1,Keat Hong Shopping Centre,0.14,6,South View Primary School,0.59,1,Senja Hawker Centre,2.27,0
57 STIRLING RD,One-north Park,1.69,1,Anchorpoint,0.83,3,Fairfield Methodist School (Primary),2.17,0,Margaret Drive Hawker Centre,0.13,12
416 PASIR RIS DR 6,Pasir Ris Town Park,0.35,3,Downtown East,0.48,2,Pasir Ris Primary School,0.8,2,Pasir Ris Central Hawker Centre,0.5,1
521 PASIR RIS ST 52,Pasir Ris Town Park,0.93,3,White Sands,0.61,3,Gongshang Primary School,1.88,1,Pasir Ris Central Hawker Centre,0.8,1
107 BT PURMEI RD,Mount Faber Park,0.42,4,VivoCity,1.0,3,Radin Mas Primary School,0.21,1,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market),0.27,13
501A WELLINGTON CIRCLE,Yishun Park,2.01,0,Sun Plaza,0.42,3,Wellington Primary School,0.17,1,Bukit Canberra Hawker Centre,0.36,1
159 BISHAN ST 13,Toa Payoh Town Park,2.0,1,Junction 8,0.89,3,Pei Chun Public School,1.11,2,Toa Payoh Lorong 8 Blk 210,0.74,8
175 LOMPANG RD,Zhenghua Park,1.89,1,Bukit Panjang Plaza,0.18,7,Zhenghua Primary School,0.37,3,Bukit Panjang Hawker Centre,0.76,2
559 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.82,2,myVillage At Serangoon Garden,1.04,4,Yangzheng Primary School,2.75,0,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),0.35,7
266C COMPASSVALE BOW,Punggol Park,0.56,2,Sengkang Grand Mall,0.52,7,Springdale Primary School,1.56,2,Buangkok Hawker Centre,0.55,3
465 PASIR RIS ST 41,Pasir Ris Town Park,0.71,2,Downtown East,0.43,2,Pasir Ris Primary School,0.49,1,Pasir Ris Central Hawker Centre,0.78,1
510 ANG MO KIO AVE 8,Ang Mo Kio Town Garden East,0.34,3,Jubilee Square,0.23,3,Ai Tong School,2.28,0,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),0.31,9
496G TAMPINES AVE 9,Tampines Eco Green,0.42,3,Tampines 1,0.91,7,Gongshang Primary School,0.43,4,Pasir Ris Central Hawker Centre,1.4,3
43A SIMS DR,Kallang Riverside Park,1.41,1,Aperia,1.54,5,Kong Hwa School,1.45,1,Sims Place Blk 49 (Sims Vista Market and Food Centre),0.31,12
106 ALJUNIED CRES,Kallang Riverside Park,2.08,0,Paya Lebar Square,1.08,2,Kong Hwa School,1.08,1,Sims Place Blk 49 (Sims Vista Market and Food Centre),0.44,12
101A LOR 2 TOA PAYOH,Toa Payoh Town Park,1.02,2,HDB Hub,0.9,4,Pei Chun Public School,0.96,2,Toa Payoh Lorong 4 Blk 93,0.29,8
348D YISHUN AVE 11,Yishun Pond Park,0.33,4,Junction Nine,0.69,3,Huamin Primary School,0.15,3,Yishun Park Hawker Centre,0.29,2
542 JURONG WEST AVE 1,Jurong Central Park,1.72,1,Boon Lay Shopping Centre,0.68,3,Rulang Primary School,0.62,2,Jurong West Street 52 Blk 505,0.38,4
203 PASIR RIS ST 21,Pasir Ris Town Park,1.18,2,Downtown East,1.23,2,Pasir Ris Primary School,0.61,2,Pasir Ris Central Hawker Centre,1.37,1
110 LOR 1 TOA PAYOH,Toa Payoh Town Park,1.23,2,Junction 8,0.98,4,CHIJ Primary (Toa Payoh),1.1,2,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),0.42,7
441 SIN MING AVE,Bishan-Ang Mo Kio Park,0.84,2,Thomson Plaza,0.55,2,Ai Tong School,0.22,1,Shunfu Road Blk 320 (Shunfu Mart),0.98,6
677 CHOA CHU KANG CRES,Choa Chu Kang Park,1.09,1,Yew Tee Square,0.41,4,South View Primary School,2.2,0,Senja Hawker Centre,2.35,0
421 WOODLANDS ST 41,Marsiling Park,1.65,1,Marsiling Mall,0.87,3,Admiralty Primary School,3.27,0,Marsiling Mall Hawker Centre,0.86,2
817 YISHUN ST 81,Lower Seletar Reservoir Park,0.41,3,Wisteria Mall,1.04,2,Northland Primary School,1.25,1,Yishun Park Hawker Centre,1.87,1
148 SIMEI ST 1,Sun Plaza Park,1.95,1,Eastpoint Mall,0.51,7,Chongzheng Primary School,0.71,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.26,2
113 SERANGOON NTH AVE 1,Japanese Cemetery Park,0.82,1,myVillage At Serangoon Garden,0.72,3,Xinmin Primary School,1.43,1,Chomp Chomp Food Centre,0.67,6
543 PASIR RIS ST 51,Pasir Ris Town Park,0.29,3,White Sands,0.42,4,Pasir Ris Primary School,1.31,2,Pasir Ris Central Hawker Centre,0.48,1
458 JURONG WEST ST 41,Japanese Garden,1.6,3,Boon Lay Shopping Centre,0.95,3,Rulang Primary School,0.42,1,Jurong West Street 52 Blk 505,0.19,4
233C SUMANG LANE,Sengkang Riverside Park,0.56,3,Compass One,1.16,3,Springdale Primary School,0.79,6,Anchorvale Village Hawker Centre,0.6,3
147 SILAT AVE,Pearl's Hill City Park,1.16,4,Tiong Bahru Plaza,1.08,9,Radin Mas Primary School,0.81,2,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),0.64,18
694C WOODLANDS DR 62,Admiralty Park,2.0,0,Admiralty Place,0.43,5,Admiralty Primary School,0.76,2,Kampung Admiralty Hawker Centre,0.57,1
797 YISHUN RING RD,Lower Seletar Reservoir Park,1.09,3,Wisteria Mall,0.87,3,Northland Primary School,0.84,2,Yishun Park Hawker Centre,1.4,2
306 SHUNFU RD,MacRitchie Reservoir Park,1.16,2,Thomson V,0.53,3,Ai Tong School,1.34,2,Shunfu Road Blk 320 (Shunfu Mart),0.32,6
4 DELTA AVE,Tiong Bahru Park,0.53,2,Tiong Bahru Plaza,0.62,17,River Valley Primary School,1.09,2,Beo Crescent Market,0.34,12
77 BEDOK NTH RD,Bedok Town Park,2.28,0,Bedok Mall,1.41,3,Red Swastika School,1.04,3,New Upper Changi Road Blk 58,0.51,9
249 CHOA CHU KANG AVE 2,Choa Chu Kang Park,1.44,1,Keat Hong Shopping Centre,0.28,7,South View Primary School,0.24,1,Senja Hawker Centre,1.91,1
429B YISHUN AVE 11,Yishun Pond Park,1.23,1,Wisteria Mall,0.98,3,Huamin Primary School,0.8,2,Yishun Park Hawker Centre,0.62,1
507A YISHUN AVE 4,Lower Seletar Reservoir Park,1.15,3,Wisteria Mall,0.33,3,Northland Primary School,0.64,2,Yishun Park Hawker Centre,1.21,1
242 SERANGOON AVE 3,Japanese Cemetery Park,1.61,1,NEX,0.36,4,Yangzheng Primary School,0.46,1,Serangoon Garden Market,1.2,5
56 JLN MA'MOR,Toa Payoh Town Park,1.01,1,HDB Hub,0.87,5,Pei Chun Public School,0.96,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.6,11
427 YISHUN AVE 11,Yishun Pond Park,1.1,1,Wisteria Mall,0.89,3,Huamin Primary School,0.69,2,Yishun Park Hawker Centre,0.49,1
4B ST. GEORGE'S LANE,Toa Payoh Town Park,1.64,2,City Square Mall,1.27,6,Pei Chun Public School,1.69,1,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.46,11
185 PASIR RIS ST 11,Pasir Ris Town Park,1.05,3,Downtown East,1.23,2,Pasir Ris Primary School,0.81,3,Pasir Ris Central Hawker Centre,1.26,1
622 ANG MO KIO AVE 9,Ang Mo Kio Town Garden West,0.94,3,Broadway Plaza,1.32,3,Ai Tong School,2.49,0,Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market),0.16,7
299C COMPASSVALE ST,Sengkang Sculpture Park,0.58,3,Rivervale Mall,0.55,7,Punggol Green Primary School,0.68,8,One Punggol Hawker Centre,1.35,3
612 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.71,3,Broadway Plaza,1.12,3,Ai Tong School,2.12,0,Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market),0.33,8
121D SENGKANG EAST WAY,Punggol Park,1.35,2,Rivervale Plaza,0.4,6,Horizon Primary School,1.76,3,Buangkok Hawker Centre,1.5,1
502 JELAPANG RD,Zhenghua Park,2.16,0,Greenridge Shopping Centre,0.19,6,Zhenghua Primary School,0.54,3,Senja Hawker Centre,0.74,2
351 CLEMENTI AVE 2,Clementi Woods Park,1.76,2,Grantral Mall,0.65,4,Fairfield Methodist School (Primary),2.31,0,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.11,6
420 CHOA CHU KANG AVE 4,Choa Chu Kang Park,1.45,1,Sunshine Place,0.47,7,South View Primary School,0.55,1,Senja Hawker Centre,2.27,0
808A CHAI CHEE RD,Bedok Town Park,0.85,1,Bedok Mall,0.64,2,Yu Neng Primary School,1.21,2,Bedok North Street 3 Blk 538,0.55,8
643 ANG MO KIO AVE 5,Ang Mo Kio Town Garden West,0.45,3,Broadway Plaza,0.85,3,Ai Tong School,2.05,0,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),0.37,8
402 BEDOK NTH AVE 3,Bedok Town Park,1.33,1,Bedok Mall,0.67,2,Red Swastika School,0.39,3,Bedok North Street 1 Blk 216,0.39,7
217 SERANGOON AVE 4,Japanese Cemetery Park,1.01,1,NEX,0.76,5,Yangzheng Primary School,1.07,2,Serangoon Garden Market,0.85,5
236 YISHUN RING RD,Yishun Neighbourhood Park,0.58,4,Junction Nine,0.33,5,Chongfu School,0.49,3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1.18,2
148 BEDOK RESERVOIR RD,Bedok Town Park,1.17,1,Bedok Mall,2.21,0,Maha Bodhi School,1.4,1,Bedok Reservoir Road Blk 630,0.34,3
416 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.85,2,AMK Hub,0.9,5,Yangzheng Primary School,2.31,0,Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),0.2,9
237 BT PANJANG RING RD,Zhenghua Park,1.44,2,Fajar Shopping Centre,0.55,6,Zhenghua Primary School,0.18,3,Bukit Panjang Hawker Centre,0.23,2
141 PASIR RIS ST 11,Pasir Ris Town Park,1.07,3,Downtown East,1.35,3,Pasir Ris Primary School,1.02,3,Pasir Ris Central Hawker Centre,1.3,1
411 BT BATOK WEST AVE 4,Bukit Batok Town Park,1.3,1,Keat Hong Shopping Centre,1.48,4,Dazhong Primary School,0.61,3,Bukit Batok West Hawker Centre,1.09,1
324 JURONG EAST ST 31,Chinese Garden,0.78,2,Taman Jurong Shopping Centre,1.85,2,Princess Elizabeth Primary School,1.21,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.42,6
517A JURONG WEST ST 52,Japanese Garden,1.12,3,Boon Lay Shopping Centre,0.99,3,Rulang Primary School,0.35,1,Jurong West Street 52 Blk 505,0.57,5
307 HOUGANG AVE 5,Punggol Park,1.23,1,Hougang Mall,0.66,5,Holy Innocents’ Primary School,0.1,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1.31,4
865 WOODLANDS ST 83,Admiralty Park,1.48,3,Woodlands North Plaza,0.29,7,Admiralty Primary School,0.83,2,Kampung Admiralty Hawker Centre,0.89,3
388 BT BATOK WEST AVE 5,Bukit Batok Town Park,0.9,1,HillV2,1.36,8,Dazhong Primary School,0.75,2,Bukit Batok West Hawker Centre,1.57,1
318A YISHUN AVE 9,Yishun Pond Park,0.79,3,Junction Nine,0.24,4,Chongfu School,0.67,3,Yishun Park Hawker Centre,1.01,2
278 TOH GUAN RD,Chinese Garden,1.53,2,IMM,0.67,4,Princess Elizabeth Primary School,1.12,2,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1.0,3
21 ST. GEORGE'S RD,Toa Payoh Town Park,1.71,1,The Poiz,0.92,4,Pei Chun Public School,1.53,1,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.62,11
305 JURONG EAST ST 32,Chinese Garden,0.45,2,Westgate,1.5,4,Princess Elizabeth Primary School,0.74,2,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.36,5
220 HOUGANG ST 21,Japanese Cemetery Park,1.25,1,Heartland Mall,0.3,4,Holy Innocents’ Primary School,1.54,3,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.29,2
127 YISHUN ST 11,Yishun Neighbourhood Park,0.61,4,Northpoint City,0.9,4,Chongfu School,1.04,3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),0.41,3
424A YISHUN AVE 11,Yishun Pond Park,1.02,1,Wisteria Mall,0.95,3,Huamin Primary School,0.59,3,Yishun Park Hawker Centre,0.42,1
682 CHOA CHU KANG CRES,Choa Chu Kang Park,1.2,1,Yew Tee Square,0.52,4,South View Primary School,2.31,0,Senja Hawker Centre,2.44,0
430 ANG MO KIO AVE 3,Ang Mo Kio Town Garden East,0.32,3,AMK Hub,0.48,4,Ai Tong School,2.39,0,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),0.41,11
17 TIONG BAHRU RD,Pearl's Hill City Park,0.63,7,Tiong Bahru Plaza,0.62,15,River Valley Primary School,1.0,2,Tiong Bahru Market,0.1,19
818A CHOA CHU KANG AVE 1,Choa Chu Kang Park,1.62,1,Keat Hong Shopping Centre,0.46,8,South View Primary School,0.51,1,Senja Hawker Centre,1.75,1
216 BOON LAY AVE,Jurong Central Park,1.35,1,Boon Lay Shopping Centre,0.38,5,Rulang Primary School,0.82,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.51,4
567 HOUGANG ST 51,Punggol Park,0.81,2,Hougang Green Shopping Mall,0.16,6,Xinmin Primary School,1.02,3,Buangkok Hawker Centre,0.57,3
493 ADMIRALTY LINK,Admiralty Park,2.34,0,Sun Plaza,0.97,2,Wellington Primary School,0.8,2,Bukit Canberra Hawker Centre,1.05,1
252 TAMPINES ST 21,Sun Plaza Park,0.92,2,Tampines 1,0.47,6,Chongzheng Primary School,0.33,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),0.91,2
102 C'WEALTH CRES,One-north Park,1.22,3,The Star Vista,1.36,2,Fairfield Methodist School (Primary),1.87,1,Commonwealth Crescent Market,0.11,9
207 PETIR RD,Zhenghua Park,0.73,2,Fajar Shopping Centre,1.18,8,Bukit Panjang Primary School,0.61,3,Bukit Panjang Hawker Centre,0.5,1
126 ALJUNIED RD,Kallang Riverside Park,2.38,0,Paya Lebar Square,1.28,3,Kong Hwa School,1.56,1,Circuit Road Blk 89,0.37,11
615A EDGEFIELD PLAINS,Punggol Waterway Park,0.95,3,Oasis Terraces,0.43,5,Oasis Primary School,0.16,7,One Punggol Hawker Centre,0.71,2
50 SIMS DR,Kallang Riverside Park,1.52,1,Kallang Wave Mall,1.59,5,Kong Hwa School,1.27,1,Sims Place Blk 49 (Sims Vista Market and Food Centre),0.13,12
10 SELEGIE RD,Dhoby Ghaut Green,0.76,8,Sim Lim Square,0.29,29,Anglo-Chinese School (Junior),1.18,2,Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),0.28,7
104B DEPOT RD,Telok Blangah Hill Park,0.25,6,Alexandra Central,1.07,5,Radin Mas Primary School,1.48,1,Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),0.65,14
819 YISHUN ST 81,Lower Seletar Reservoir Park,0.46,3,Wisteria Mall,0.99,2,Northland Primary School,1.19,2,Yishun Park Hawker Centre,1.81,1
419 CANBERRA RD,Yishun Park,2.21,0,Sun Plaza,0.45,3,Wellington Primary School,0.39,2,Bukit Canberra Hawker Centre,0.54,1
357 CLEMENTI AVE 2,Clementi Woods Park,1.59,2,Grantral Mall,0.45,4,Fairfield Methodist School (Primary),2.35,0,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.18,5
377 BT BATOK ST 31,Bukit Batok Town Park,0.64,1,West Mall,1.01,4,Dazhong Primary School,0.2,3,Bukit Batok West Hawker Centre,1.05,1
128D PUNGGOL FIELD WALK,Sengkang Sculpture Park,1.71,1,Punggol Plaza,0.19,6,Horizon Primary School,0.75,5,One Punggol Hawker Centre,1.86,1
439 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.59,3,AMK Hub,0.65,5,Ai Tong School,2.36,0,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),0.38,10
